ID;Link;Aussagen;Aussagennummer
;#NV;That there's no vitamin D in breast milk is a complete lie.;1024
;#NV;There is vitamin D in breast milk.;1025
;#NV;The amount of vitamin D in breast milk doesn't meet the recommended dose for a baby.;1026
;#NV;At the moment, both mothers and babies are told to take a vitamin D supplement.;1027
;#NV;If the mother takes a vitamin D supplement, it will increase the vitamin D in her breast milk.;1028
;#NV;If the mother takes a vitamin D supplement, it will be enough for her baby. ;1029
;#NV;If a mother is taking a vitamin D supplement, the baby doesn't need to be supplemented on top if they are breastfed. ;1030
;#NV;If a mother has great vitamin D, her breast milk will contain enough vitamin D for her baby.;1031
82;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Babys in den 70ern bekamen direkt nach der Geburt 200.000 Einheiten Vitamin D gespritzt.;1032
;#NV;Es war Standard in den 70ern Babys zur Rachitis-Vorbeugung direkt nach der Geburt 200.000 Einheiten Vitamin D zu spritzen.;1033
;#NV;Manche Babys erhielten im ersten Lebensjahr in den 70ern bis zu 2 Millionen Einheiten Vitamin D ohne erkennbare Nebenwirkungen. ;1034
;#NV;Heute wird bei 1.000 Einheiten Vitamin D schon gewarnt. ;1035
;#NV;Früher wurde Lebertran mit bis zu 45.000 Einheiten Vitamin D pro Löffel jede Woche verabreicht.;1036
;#NV;Viele Kinder bekommen heute  kein Vitamin D mehr und gleichzeitig steigen Allergien.;1037
;#NV;Viele Kinder bekommen heute kein Vitamin D mehr und gleichzeitig steigen Autoimmunerkrankungen.;1038
;#NV;Viele Kinder bekommen heute kein Vitamin D mehr und gleichzeitig steigt die Infektanfälligkeit.;1039
107;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Bei einem einjährigen Kind ist es empfehlenswert jeden Tag 400 IE Vitamin D3 zu geben, was einem Tropfen entspricht.;1040
;#NV;Ab zwei Jahren ist es empfehlenswert jeden Tag zwei Tropfen Vitamin D3 zu geben (800 IE).;1041
55;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Knochenbrüche bei Kindern sind nicht normal.;1042
;#NV;Knochenbrüche bei Kindern sind sehr verbreitet.;1043
;#NV;Knochenbrüche bei Kindern sind nicht normal, weil Kinder normalerweise Knochen wie aus Gummi haben.;1044
;#NV;Kinder sollten Knochen wie aus Gummi haben.;1045
;#NV;Es ist von der Natur so eingerichtet, dass Kinder Knochen wie aus Gummi haben.;1046
;#NV;Die Knochen von Kindern wachsen noch.;1047
;#NV;Die Knochen von Kindern sind normalerweise elastisch.;1048
;#NV;Die Knochen von Kindern sind normalerweise unkaputtbar.;1049
;#NV;Wenn sich Kinder heutzutage bei minimalen Belastungen schon was brechen, das liegt ganz klar nur am Vitamin-D-Mangel.;1050
;#NV;Kinder haben fast alle einen Vitamin-D-Mangel, wenn die auf die Welt kommen, weil die nur die Hälfte von der Mama haben. ;1051
;#NV;Kinder kriegen im ersten Lebensjahr Vitamin-D, weil fast alle einen Vitamin-D-Mangel haben.;1052
;#NV;Das Vitamin-D, welches Kinder im ersten Lebensjahr kriegen, ist viel zu gering dosiert, um die Kinder in ein gutes Level zu befördern. ;1053
;#NV;Das Vitamin-D, welches Kinder im ersten Lebensjahr kriegen, halten das Kind gerade mal aus der Rachitis-Zone draußen. ;1054
;#NV;Das sich Kinder etwas brechen ist in der Gesellschaft so verbreitet, deswegen sehen wir das als normal an.;1055
;#NV;Dass Kinder sich etwas brechen wäre vermeidbar durch einen guten Vitamin-D-Spiegel.;1056
